id,country_id,region_id,name,iso_code
8293,250,374,Saint-Florentin,sfi
8294,250,376,Saint-Florentin,sft
8295,250,376,Saint-Florent-le-Jeune,tfe
8296,250,387,Saint-Florent-le-Vieil,sfv
8297,250,376,Saint-Florent-sur-Cher,sfc
8298,250,372,Saint-Floret,sfl
8299,250,372,Saint-Flour,tfo
8300,250,391,Saint-Fons,ssf
8301,250,374,Saint-Forgeot,ggt
8302,250,391,Saint-Forgeux,geu
8303,250,387,Saint-Fort,qmf
8304,250,391,Saint-Fortunat-sur-Eyrieux,tun
8305,250,382,Saint-Frichoux,swf
8306,250,373,Saint-Fromond,zda
8307,250,371,Saint-Front-de-Pradoux,frp
8308,250,387,Saint-Fulgent,sfu
8309,250,373,Saint-Gabriel-Brécy,gbi
8310,250,391,Saint-Galmier,zgm
8311,250,385,Saint-Gaudens,sds
8312,250,371,Saint-Gein,zhr
8313,250,382,Saint-Gély-du-Fesc,sg5
8314,250,387,Saint-Gemme-la-Plaine,szf
8315,250,371,Saint-Genès-de-Blaye,gby
8316,250,371,Saint-Genès-de-Castillon,gcn
8317,250,371,Saint-Genès-de-Fronsac,rcw
